"id"	"text.id"	"subfile.id"	"spk.ref"	"speech.unit.count"	"word.count"
"807"	"S2B-006"	"1"	"Z"	4	28
"808"	"S2B-006"	"2"	"A"	59	1057
"809"	"S2B-006"	"2"	"B"	9	153
"810"	"S2B-006"	"2"	"C"	8	107
"811"	"S2B-007"	"1"	"A"	41	687
"812"	"S2B-007"	"1"	"B"	46	665
"813"	"S2B-007"	"1"	"C"	17	315
"814"	"S2B-007"	"2"	"A"	11	186
"815"	"S2B-007"	"2"	"B"	6	72
"816"	"S2B-007"	"2"	"C"	6	113
"817"	"S2B-007"	"2"	"D"	4	96
"818"	"S2B-008"	"1"	"A"	51	827
"819"	"S2B-008"	"1"	"B"	39	547
"820"	"S2B-008"	"1"	"C"	3	84
"821"	"S2B-008"	"1"	"D"	1	39
"822"	"S2B-008"	"1"	"E"	13	246
"823"	"S2B-008"	"1"	"F"	3	46
"824"	"S2B-008"	"1"	"G"	7	96
"825"	"S2B-008"	"1"	"Z"	8	81
"826"	"S2B-008"	"2"	"A"	6	61
"827"	"S2B-008"	"2"	"B"	18	218
"828"	"S2B-009"	"1"	"A"	31	508
"829"	"S2B-009"	"1"	"B"	71	1155
"830"	"S2B-009"	"1"	"C"	9	127
"831"	"S2B-009"	"1"	"D"	2	33
"832"	"S2B-009"	"1"	"Z"	1	0
"833"	"S2B-009"	"2"	"A"	3	30
"834"	"S2B-009"	"2"	"B"	11	196
"835"	"S2B-009"	"2"	"C"	2	42
"836"	"S2B-010"	"1"	"A"	48	777
"837"	"S2B-010"	"1"	"B"	3	55
"838"	"S2B-010"	"1"	"C"	62	1010
"839"	"S2B-010"	"1"	"D"	2	43
"840"	"S2B-010"	"1"	"E"	3	59
"841"	"S2B-010"	"1"	"Z"	2	34
"842"	"S2B-010"	"2"	"A"	3	28
"843"	"S2B-010"	"2"	"B"	10	201
"844"	"S2B-011"	"1"	"A"	25	504
"845"	"S2B-011"	"2"	"A"	60	964
"846"	"S2B-011"	"2"	"B"	12	289
"847"	"S2B-011"	"2"	"C"	3	37
"848"	"S2B-011"	"2"	"D"	1	24
"849"	"S2B-011"	"2"	"E"	8	135
"850"	"S2B-011"	"2"	"F"	1	42
"851"	"S2B-011"	"2"	"G"	1	36
"852"	"S2B-011"	"2"	"Z"	10	48
"853"	"S2B-011"	"3"	"A"	27	354
"854"	"S2B-011"	"3"	"B"	1	36
"855"	"S2B-011"	"3"	"C"	1	54
"856"	"S2B-012"	"1"	"A"	44	792
"857"	"S2B-012"	"1"	"B"	22	279
"858"	"S2B-012"	"1"	"Z"	5	75
"859"	"S2B-012"	"2"	"A"	41	584
"860"	"S2B-012"	"2"	"B"	13	282
"861"	"S2B-012"	"2"	"C"	3	44
"862"	"S2B-012"	"2"	"D"	8	147
"863"	"S2B-012"	"2"	"E"	4	79
"864"	"S2B-012"	"2"	"F"	2	41
"865"	"S2B-012"	"2"	"Z"	9	98
"866"	"S2B-013"	"1"	"A"	20	237
"867"	"S2B-013"	"1"	"B"	27	381
"868"	"S2B-013"	"2"	"A"	39	542
"869"	"S2B-013"	"2"	"B"	3	51
"870"	"S2B-013"	"2"	"C"	14	229
"871"	"S2B-013"	"2"	"Z"	6	56
"872"	"S2B-013"	"3"	"A"	15	211
"873"	"S2B-013"	"4"	"A"	27	472
"874"	"S2B-014"	"1"	"A"	45	738
"875"	"S2B-014"	"1"	"B"	1	25
"876"	"S2B-014"	"1"	"Z"	21	308
"877"	"S2B-014"	"2"	"A"	30	587
"878"	"S2B-014"	"2"	"B"	32	489
"879"	"S2B-015"	"1"	"A"	68	983
"880"	"S2B-015"	"1"	"B"	15	358
"881"	"S2B-015"	"1"	"C"	4	81
"882"	"S2B-015"	"1"	"D"	13	173
"883"	"S2B-015"	"2"	"A"	8	135
"884"	"S2B-015"	"2"	"B"	15	276
"885"	"S2B-015"	"2"	"C"	2	47
"886"	"S2B-015"	"2"	"D"	6	131
"887"	"S2B-016"	"1"	"A"	10	114
"888"	"S2B-016"	"1"	"B"	9	172
"889"	"S2B-016"	"1"	"C"	23	449
"890"	"S2B-016"	"2"	"A"	20	346
"891"	"S2B-016"	"2"	"B"	5	62
"892"	"S2B-016"	"2"	"C"	2	44
"893"	"S2B-016"	"2"	"D"	2	27
"894"	"S2B-016"	"2"	"E"	7	127
"895"	"S2B-016"	"2"	"F"	6	132
"896"	"S2B-016"	"2"	"Z"	3	12
"897"	"S2B-016"	"3"	"A"	13	267
"898"	"S2B-016"	"3"	"B"	4	89
"899"	"S2B-016"	"3"	"C"	2	44
"900"	"S2B-016"	"3"	"D"	1	47
"901"	"S2B-016"	"3"	"E"	10	152
"902"	"S2B-016"	"3"	"F"	12	181
"903"	"S2B-017"	"1"	"A"	46	747
"904"	"S2B-017"	"1"	"B"	9	172
"905"	"S2B-017"	"1"	"C"	17	255
"906"	"S2B-017"	"1"	"Z"	7	50
"907"	"S2B-017"	"2"	"A"	38	622
"908"	"S2B-017"	"2"	"B"	22	292
"909"	"S2B-017"	"2"	"C"	13	253
"910"	"S2B-017"	"2"	"D"	1	37
"911"	"S2B-017"	"2"	"Z"	5	32
"912"	"S2B-018"	"1"	"A"	35	586
"913"	"S2B-018"	"1"	"B"	4	92
"914"	"S2B-018"	"1"	"C"	2	77
"915"	"S2B-018"	"1"	"D"	4	70
"916"	"S2B-018"	"1"	"E"	9	151
"917"	"S2B-018"	"1"	"Z"	2	44
"918"	"S2B-018"	"2"	"A"	48	765
"919"	"S2B-018"	"2"	"B"	7	180
"920"	"S2B-018"	"2"	"C"	6	139
"921"	"S2B-018"	"2"	"D"	5	93
"922"	"S2B-018"	"2"	"E"	1	28
"923"	"S2B-018"	"2"	"F"	2	43
"924"	"S2B-019"	"1"	"A"	59	943
"925"	"S2B-019"	"1"	"B"	47	748
"926"	"S2B-019"	"1"	"C"	2	24
"927"	"S2B-019"	"1"	"D"	1	29
"928"	"S2B-019"	"1"	"E"	9	221
"929"	"S2B-019"	"1"	"F"	1	64
"930"	"S2B-019"	"1"	"G"	7	102
"931"	"S2B-019"	"1"	"H"	4	87
"932"	"S2B-019"	"1"	"Z"	8	53
"933"	"S2B-020"	"1"	"A"	16	370
"934"	"S2B-020"	"2"	"A"	7	152
"935"	"S2B-020"	"3"	"A"	7	148
"936"	"S2B-020"	"4"	"A"	6	157
"937"	"S2B-020"	"5"	"A"	28	613
"938"	"S2B-020"	"5"	"B"	2	103
"939"	"S2B-020"	"6"	"A"	6	122
"940"	"S2B-020"	"6"	"B"	7	148
"941"	"S2B-020"	"7"	"A"	6	143
"942"	"S2B-020"	"8"	"A"	7	162
"943"	"S2B-020"	"9"	"A"	19	471
"944"	"S2B-021"	"1"	"A"	55	1067
"945"	"S2B-021"	"2"	"A"	55	1187
"946"	"S2B-022"	"1"	"A"	69	1156
"947"	"S2B-022"	"2"	"A"	58	1074
"948"	"S2B-023"	"1"	"A"	29	596
"949"	"S2B-023"	"2"	"A"	54	1022
"950"	"S2B-023"	"3"	"A"	37	1016
"951"	"S2B-024"	"1"	"A"	53	1144
"952"	"S2B-024"	"1"	"Z"	2	23
"953"	"S2B-024"	"2"	"A"	52	941
"954"	"S2B-024"	"2"	"Z"	1	0
"955"	"S2B-024"	"3"	"A"	37	697
"956"	"S2B-025"	"1"	"A"	48	967
"957"	"S2B-025"	"2"	"A"	61	1166
"958"	"S2B-026"	"1"	"A"	56	986
"959"	"S2B-026"	"2"	"A"	39	893
"960"	"S2B-026"	"3"	"A"	39	633
"961"	"S2B-027"	"1"	"A"	40	810
"962"	"S2B-027"	"2"	"A"	5	82
"963"	"S2B-027"	"3"	"A"	35	998
"964"	"S2B-027"	"4"	"A"	31	589
"965"	"S2B-028"	"1"	"A"	61	1345
"966"	"S2B-028"	"2"	"A"	42	1028
"967"	"S2B-029"	"1"	"A"	69	1349
"968"	"S2B-029"	"2"	"A"	52	1115
"969"	"S2B-030"	"1"	"A"	61	1143
"970"	"S2B-030"	"2"	"A"	46	970
"971"	"S2B-031"	"1"	"A"	69	1203
"972"	"S2B-031"	"2"	"A"	63	1240
"973"	"S2B-032"	"1"	"A"	77	1241
"974"	"S2B-032"	"2"	"A"	52	1072
"975"	"S2B-033"	"1"	"A"	60	1196
"976"	"S2B-033"	"2"	"A"	62	1201
"977"	"S2B-034"	"1"	"A"	48	1086
"978"	"S2B-034"	"2"	"A"	45	1207
"979"	"S2B-035"	"1"	"A"	46	747
"980"	"S2B-035"	"2"	"A"	49	1510
"981"	"S2B-036"	"1"	"A"	71	1217
"982"	"S2B-036"	"2"	"A"	78	1212
"983"	"S2B-037"	"1"	"A"	78	1446
"984"	"S2B-037"	"2"	"A"	92	1278
"985"	"S2B-038"	"1"	"A"	64	939
"986"	"S2B-038"	"2"	"A"	54	983
"987"	"S2B-038"	"3"	"A"	58	1242
"988"	"S2B-039"	"1"	"A"	70	1193
"989"	"S2B-039"	"2"	"A"	59	1224
"990"	"S2B-040"	"1"	"A"	69	1152
"991"	"S2B-040"	"2"	"A"	59	1043
"992"	"S2B-041"	"1"	"A"	100	2497
"993"	"S2B-042"	"1"	"A"	91	1697
"994"	"S2B-042"	"2"	"A"	18	326
"995"	"S2B-042"	"3"	"A"	14	365
"996"	"S2B-043"	"1"	"A"	136	2423
"997"	"S2B-044"	"1"	"A"	40	1137
"998"	"S2B-044"	"2"	"A"	26	603
"999"	"S2B-044"	"3"	"A"	19	637
"1000"	"S2B-045"	"1"	"A"	93	2306
"1001"	"S2B-046"	"1"	"B"	62	1093
"1002"	"S2B-047"	"1"	"A"	62	1336
"1003"	"S2B-047"	"2"	"A"	55	981
"1004"	"S2B-048"	"1"	"A"	90	2061
"1005"	"S2B-048"	"2"	"A"	20	477
"1006"	"S2B-049"	"1"	"A"	149	2391
"1007"	"S2B-050"	"1"	"A"	76	1385
"1008"	"S2B-050"	"2"	"A"	31	715
