"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"your.id"	"text.category"	"recording.date"	"recording.place"	"organizing.body"	"first.name"	"last.name"	"gender"	"age"	"nationality"	"mother.tongue"	"occupation"	"educational.level"	"copyright.statement"	"speech.unit.count"	"word.count"
549	549	"<S1B-051#1:A>"	"S1B-051"	"1"	"A"	"jdls"	"spoken:dialogue:public:parliamentary debates"	"23-05-1990"	"house of representatives, quezon city"	NA	"raul"	"del mar"	"male"	"36-40"	"filipino"	"cebuano"	"majority leader/congressman"	"b.a."	"reproduced by permission. all rights reserved."	8	135
550	550	"<S1B-051#1:B>"	"S1B-051"	"1"	"B"	"jdls"	"spoken:dialogue:public:parliamentary debates"	"23-05-1990"	"house of representatives, quezon city"	NA	"ramon"	"mitra"	"male"	"50+"	"filipino"	"tagalog"	"speaker of the house"	"b.a."	"reproduced by permission. all rights reserved."	12	158
551	551	"<S1B-051#1:C>"	"S1B-051"	"1"	"C"	"jdls"	"spoken:dialogue:public:parliamentary debates"	"23-05-1990"	"house of representatives, quezon city"	NA	"exequiel"	"javier"	"male"	"41-45"	"filipino"	NA	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	39	808
552	552	"<S1B-051#1:D>"	"S1B-051"	"1"	"D"	"jdls"	"spoken:dialogue:public:parliamentary debates"	"23-05-1990"	"house of representatives, quezon city"	NA	"hernando"	"perez"	"male"	"50+"	"filipino"	"tagalog"	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	31	677
553	553	"<S1B-051#1:E>"	"S1B-051"	"1"	"E"	"jdls"	"spoken:dialogue:public:parliamentary debates"	"23-05-1990"	"house of representatives, quezon city"	NA	"antonio"	"bacaltos"	"male"	"50+"	"filipino"	NA	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	13	374
554	554	"<S1B-052#?>"	"S1B-052"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
555	555	"<S1B-052#1:?>"	"S1B-052"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9
556	556	"<S1B-052#1:A>"	"S1B-052"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"secretary of house"	""	"male"	"36-40"	"filipino"	NA	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	3	78
557	557	"<S1B-052#1:B>"	"S1B-052"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"ramon"	"mitra"	"male"	"50+"	"filipino"	"tagalog"	"speaker of the house"	"b.a."	"reproduced by permission. all rights reserved."	11	109
558	558	"<S1B-052#1:C>"	"S1B-052"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"rolando"	"andaya"	"male"	"36-40"	"filipino"	NA	"congressman/sponsor of the bill"	"b.a."	"reproduced by permission. all rights reserved."	60	1095
559	559	"<S1B-052#1:D>"	"S1B-052"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"edelmiro"	"amante"	"male"	"41-45"	"filipino"	NA	"congressman from agusan del norte"	"b.a."	"reproduced by permission. all rights reserved."	14	266
560	560	"<S1B-052#1:E>"	"S1B-052"	"1"	"E"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"antonio"	"zubiri"	"male"	"46-50"	"filipino"	NA	"congressman from bukidnon"	"b.a."	"reproduced by permission. all rights reserved."	12	269
561	561	"<S1B-052#1:F>"	"S1B-052"	"1"	"F"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	""	"zarraga (bohol opposition)"	"male"	"46-50"	"filipino"	"boholano"	"congressman from bohol"	"b.a."	"reproduced by permission. all rights reserved."	7	74
562	562	"<S1B-052#1:G>"	"S1B-052"	"1"	"G"	"nps"	"spoken:dialogue:public:parliamentary debates"	"23-07-1990"	"house of representatives, quezon city"	NA	"bohol congressman"	""	"male"	NA	"filipino"	"boholano"	"congressman from bohol"	"b.a."	"reproduced by permission. all rights reserved."	5	55
563	563	"<S1B-053#1:A>"	"S1B-053"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1990"	"house of representatives, quezon city"	NA	"cirilo roy"	"montejo"	"male"	"41-45"	"filipino"	NA	"congressman/acting speaker of the house"	"b.a."	"reproduced by permission. all rights reserved."	6	45
564	564	"<S1B-053#1:B>"	"S1B-053"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1990"	"house of representatives, quezon city"	NA	"emigdio"	"tanjuatco"	"male"	"41-45"	"filipino"	NA	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	44	1247
565	565	"<S1B-053#1:C>"	"S1B-053"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1990"	"house of representatives, quezon city"	NA	"raul"	"del mar"	"male"	"41-45"	"filipino"	"cebuano"	"congressman"	"b.a."	"reproduced by permission. all rights reserved."	1	4
566	566	"<S1B-053#1:D>"	"S1B-053"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1990"	"house of representatives, quezon city"	NA	"salvador"	"escudero iii"	"male"	"41-45"	"filipino"	"bikol"	"congressman from sorsogon"	"phd"	"reproduced by permission. all rights reserved."	33	675
567	567	"<S1B-053#1:E>"	"S1B-053"	"1"	"E"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1990"	"house of representatives, quezon city"	NA	""	"santos"	"male"	"50+"	"filipino"	NA	"congressman from quezon"	"b.a."	"reproduced by permission. all rights reserved."	17	339
568	568	"<S1B-054#1:A>"	"S1B-054"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"06-05-1990"	"house of representatives hall"	NA	""	"domingo"	"male"	"41-45"	"filipino"	NA	"congressman from isabela"	"b.a."	"reproduced by permission. all rights reserved."	27	654
569	569	"<S1B-054#1:B>"	"S1B-054"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"06-05-1990"	"house of representatives hall"	NA	"ramon"	"mitra"	"male"	"50+"	"filipino"	"tagalog"	"congressman/speaker of the house"	"b.a."	"reproduced by permission. all rights reserved."	3	22
570	570	"<S1B-054#1:C>"	"S1B-054"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"06-05-1990"	"house of representatives hall"	NA	"mario"	"ty"	"male"	"41-45"	"filipino"	NA	"congressman from surigao del sur"	"b.a."	"reproduced by permission. all rights reserved."	34	1320
571	571	"<S1B-055#?>"	"S1B-055"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24
572	572	"<S1B-055#1:?>"	"S1B-055"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
573	573	"<S1B-055#1:A>"	"S1B-055"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"20-05-1991"	"senate"	NA	"teofisto"	"guingona"	"male"	"50+"	"filipino"	NA	"senator/majority floor leader"	"b.a."	"reproduced by permission. all rights reserved."	85	1620
574	574	"<S1B-055#1:B>"	"S1B-055"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"20-05-1991"	"senate"	NA	"jovito"	"salonga"	"male"	"50+"	"filipino"	"tagalog"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	7	107
575	575	"<S1B-055#1:C>"	"S1B-055"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"20-05-1991"	"senate"	NA	"jose"	"lina"	"male"	"41-45"	"filipino"	"tagalog"	"senator"	"b.a."	"reproduced by permission. all rights reserved."	30	875
576	576	"<S1B-056#?>"	"S1B-056"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	137
577	577	"<S1B-056#1:A>"	"S1B-056"	"1"	"A"	"mlb"	"spoken:dialogue:public:parliamentary debates"	"13-06-1992"	"senate"	NA	"ernesto"	"maceda"	"male"	NA	"filipino"	"ilokano"	""	"ll.b."	"reproduced by permission. all rights reserved."	52	1383
578	578	"<S1B-056#1:B>"	"S1B-056"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"13-06-1992"	"senate"	NA	"jovito"	"salonga"	"male"	NA	"filipino"	"tagalog"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	2	5
579	579	"<S1B-056#1:C>"	"S1B-056"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"13-06-1992"	"senate"	NA	"john"	"osmeã±a"	"male"	NA	"filipino"	"cebuano"	""	"b.a."	"reproduced by permission. all rights reserved."	8	365
580	580	"<S1B-056#1:D>"	"S1B-056"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	"13-06-1992"	"senate"	NA	"alberto"	"romulo"	"male"	NA	"filipino"	NA	""	"b.a."	"reproduced by permission. all rights reserved."	51	1403
581	581	"<S1B-057#1:A>"	"S1B-057"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1991"	"senate"	NA	"jovito"	"salonga"	"male"	"50+"	"filipino"	"tagalog"	"senate president"	"ll.b."	"reproduced by permission. all rights reserved."	4	11
582	582	"<S1B-057#1:B>"	"S1B-057"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1991"	"senate"	NA	"neptali"	"gonzales"	"male"	"50+"	"filipino"	"tagalog"	"senator"	"b.a."	"reproduced by permission. all rights reserved."	7	164
583	583	"<S1B-057#1:C>"	"S1B-057"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1991"	"senate"	NA	"jose"	"lina"	"male"	"41-45"	"filipino"	"tagalog"	"senator"	"b.a."	"reproduced by permission. all rights reserved."	1	1
584	584	"<S1B-057#1:D>"	"S1B-057"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1991"	"senate"	NA	"aquilino"	"pimentel"	"male"	"50+"	"filipino"	"cebuano"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	52	851
585	585	"<S1B-057#1:E>"	"S1B-057"	"1"	"E"	"nps"	"spoken:dialogue:public:parliamentary debates"	"30-05-1991"	"senate"	NA	"sotero"	"laurel"	"male"	"50+"	"filipino"	"tagalog"	"senator"	"b.a."	"reproduced by permission. all rights reserved."	51	1012
586	586	"<S1B-057#1:Z>"	"S1B-057"	"1"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
587	587	"<S1B-058#1:A>"	"S1B-058"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"12-08-1991"	"senate"	NA	"juan"	"ponce enrile"	"male"	"50+"	"filipino"	"ilocano"	"senator/minority floor leader"	"ll.b."	"reproduced by permission. all rights reserved."	29	966
588	588	"<S1B-058#1:B>"	"S1B-058"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"12-08-1991"	"senate"	NA	"sotero"	"laurel"	"male"	"50+"	"filipino"	"tagalog"	"senator from batangas"	"b.a."	"reproduced by permission. all rights reserved."	37	895
589	589	"<S1B-058#1:C>"	"S1B-058"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	"12-08-1991"	"senate"	NA	"franklin"	"drilon"	"male"	"41-45"	"filipino"	"hiligaynon"	"senator/senate president"	"ll.b."	"reproduced by permission. all rights reserved."	1	4
590	590	"<S1B-058#1:D>"	"S1B-058"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	"12-08-1991"	"senate"	NA	"aquilino"	"pimentel"	"male"	"50+"	"filipino"	"cebuano"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	8	287
591	591	"<S1B-059#1:A>"	"S1B-059"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	NA	"senate"	NA	"wigberto"	"taã±ada"	"male"	NA	"filipino"	"tagalog"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	42	1227
592	592	"<S1B-059#1:B>"	"S1B-059"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	NA	"senate"	NA	"john"	"osmeã±a"	"male"	NA	"filipino"	"cebuano"	"senator"	NA	"reproduced by permission. all rights reserved."	61	1168
593	593	"<S1B-059#1:C>"	"S1B-059"	"1"	"C"	"nps"	"spoken:dialogue:public:parliamentary debates"	NA	"senate"	NA	"jovito"	"salonga"	"male"	NA	"filipino"	"tagalog"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	4	30
594	594	"<S1B-059#1:D>"	"S1B-059"	"1"	"D"	"nps"	"spoken:dialogue:public:parliamentary debates"	NA	"senate"	NA	"teofisto"	"guingona"	"male"	NA	"filipino"	NA	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	1	9
595	595	"<S1B-060#?>"	"S1B-060"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	98
596	596	"<S1B-060#1:A>"	"S1B-060"	"1"	"A"	"nps"	"spoken:dialogue:public:parliamentary debates"	"02-09-1991"	"senate"	NA	"raul"	"manglapus"	"male"	"50+"	"filipino"	"tagalog/english"	"senator/secretary department of foreign affairs"	"ll.b."	"reproduced by permission. all rights reserved."	23	468
597	597	"<S1B-060#1:B>"	"S1B-060"	"1"	"B"	"nps"	"spoken:dialogue:public:parliamentary debates"	"02-09-1991"	"senate"	NA	"wigberto"	"taã±ada"	"male"	"41-45"	"filipino"	"tagalog"	"senator"	"ll.b."	"reproduced by permission. all rights reserved."	10	280
